metric_name,metric_date_start,metric_date_end,metric_text,metric_value,metric_numerator,metric_denominator,mmwr_year,mmwr_week
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18872 12:00:00 AM,09/09/2021 12:00:00 PM,,233,,,2021,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18871 12:00:00 AM,09/08/2021 12:00:00 PM,,239,,,2021,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18870 12:00:00 AM,09/07/2021 12:00:00 PM,,238,,,2021,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18869 12:00:00 AM,09/06/2021 12:00:00 PM,,254,,,2021,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18868 12:00:00 AM,09/05/2021 12:00:00 PM,,259,,,2021,36
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18867 12:00:00 AM,09/04/2021 12:00:00 PM,,268,,,2021,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18866 12:00:00 AM,09/03/2021 12:00:00 PM,,285,,,2021,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18865 12:00:00 AM,09/02/2021 12:00:00 PM,,298,,,2021,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18864 12:00:00 AM,09/01/2021 12:00:00 PM,,325,,,2021,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18863 12:00:00 AM,08/31/2021 12:00:00 PM,,367,,,2021,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18862 12:00:00 AM,08/30/2021 12:00:00 PM,,358,,,2021,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18861 12:00:00 AM,08/29/2021 12:00:00 PM,,346,,,2021,35
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18860 12:00:00 AM,08/28/2021 12:00:00 PM,,347,,,2021,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18859 12:00:00 AM,08/27/2021 12:00:00 PM,,375,,,2021,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18858 12:00:00 AM,08/26/2021 12:00:00 PM,,358,,,2021,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18857 12:00:00 AM,08/25/2021 12:00:00 PM,,332,,,2021,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18856 12:00:00 AM,08/24/2021 12:00:00 PM,,308,,,2021,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18855 12:00:00 AM,08/23/2021 12:00:00 PM,,314,,,2021,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18854 12:00:00 AM,08/22/2021 12:00:00 PM,,327,,,2021,34
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18853 12:00:00 AM,08/21/2021 12:00:00 PM,,325,,,2021,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18852 12:00:00 AM,08/20/2021 12:00:00 PM,,296,,,2021,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18851 12:00:00 AM,08/19/2021 12:00:00 PM,,303,,,2021,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18850 12:00:00 AM,08/18/2021 12:00:00 PM,,355,,,2021,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18849 12:00:00 AM,08/17/2021 12:00:00 PM,,357,,,2021,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18848 12:00:00 AM,08/16/2021 12:00:00 PM,,356,,,2021,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18847 12:00:00 AM,08/15/2021 12:00:00 PM,,397,,,2021,33
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18846 12:00:00 AM,08/14/2021 12:00:00 PM,,443,,,2021,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18845 12:00:00 AM,08/13/2021 12:00:00 PM,,483,,,2021,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18844 12:00:00 AM,08/12/2021 12:00:00 PM,,437,,,2021,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18843 12:00:00 AM,08/11/2021 12:00:00 PM,,355,,,2021,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18842 12:00:00 AM,08/10/2021 12:00:00 PM,,330,,,2021,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18841 12:00:00 AM,08/09/2021 12:00:00 PM,,301,,,2021,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18840 12:00:00 AM,08/08/2021 12:00:00 PM,,254,,,2021,32
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18839 12:00:00 AM,08/07/2021 12:00:00 PM,,218,,,2021,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18838 12:00:00 AM,08/06/2021 12:00:00 PM,,173,,,2021,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18837 12:00:00 AM,08/05/2021 12:00:00 PM,,173,,,2021,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18836 12:00:00 AM,08/04/2021 12:00:00 PM,,179,,,2021,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18835 12:00:00 AM,08/03/2021 12:00:00 PM,,196,,,2021,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18834 12:00:00 AM,08/02/2021 12:00:00 PM,,198,,,2021,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18833 12:00:00 AM,08/01/2021 12:00:00 PM,,204,,,2021,31
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18832 12:00:00 AM,07/31/2021 12:00:00 PM,,207,,,2021,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18831 12:00:00 AM,07/30/2021 12:00:00 PM,,210,,,2021,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18830 12:00:00 AM,07/29/2021 12:00:00 PM,,213,,,2021,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18829 12:00:00 AM,07/28/2021 12:00:00 PM,,202,,,2021,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18828 12:00:00 AM,07/27/2021 12:00:00 PM,,187,,,2021,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18827 12:00:00 AM,07/26/2021 12:00:00 PM,,178,,,2021,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18826 12:00:00 AM,07/25/2021 12:00:00 PM,,166,,,2021,30
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18825 12:00:00 AM,07/24/2021 12:00:00 PM,,149,,,2021,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18824 12:00:00 AM,07/23/2021 12:00:00 PM,,130,,,2021,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18823 12:00:00 AM,07/22/2021 12:00:00 PM,,114,,,2021,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18822 12:00:00 AM,07/21/2021 12:00:00 PM,,101,,,2021,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18821 12:00:00 AM,07/20/2021 12:00:00 PM,,94,,,2021,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18820 12:00:00 AM,07/19/2021 12:00:00 PM,,54,,,2021,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18819 12:00:00 AM,07/18/2021 12:00:00 PM,,49,,,2021,29
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18818 12:00:00 AM,07/17/2021 12:00:00 PM,,44,,,2021,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18817 12:00:00 AM,07/16/2021 12:00:00 PM,,45,,,2021,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18816 12:00:00 AM,07/15/2021 12:00:00 PM,,45,,,2021,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18815 12:00:00 AM,07/14/2021 12:00:00 PM,,44,,,2021,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18814 12:00:00 AM,07/13/2021 12:00:00 PM,,38,,,2021,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18813 12:00:00 AM,07/12/2021 12:00:00 PM,,54,,,2021,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18812 12:00:00 AM,07/11/2021 12:00:00 PM,,46,,,2021,28
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18811 12:00:00 AM,07/10/2021 12:00:00 PM,,47,,,2021,27
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18810 12:00:00 AM,07/09/2021 12:00:00 PM,,44,,,2021,27
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18809 12:00:00 AM,07/08/2021 12:00:00 PM,,40,,,2021,27
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18808 12:00:00 AM,07/07/2021 12:00:00 PM,,35,,,2021,27
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18807 12:00:00 AM,07/06/2021 12:00:00 PM,,32,,,2021,27
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18806 12:00:00 AM,07/05/2021 12:00:00 PM,,36,,,2021,27
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18805 12:00:00 AM,07/04/2021 12:00:00 PM,,39,,,2021,27
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18804 12:00:00 AM,07/03/2021 12:00:00 PM,,31,,,2021,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18803 12:00:00 AM,07/02/2021 12:00:00 PM,,27,,,2021,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18802 12:00:00 AM,07/01/2021 12:00:00 PM,,26,,,2021,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18801 12:00:00 AM,06/30/2021 12:00:00 PM,,28,,,2021,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18800 12:00:00 AM,06/29/2021 12:00:00 PM,,27,,,2021,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18799 12:00:00 AM,06/28/2021 12:00:00 PM,,23,,,2021,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18798 12:00:00 AM,06/27/2021 12:00:00 PM,,20,,,2021,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18797 12:00:00 AM,06/26/2021 12:00:00 PM,,20,,,2021,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18796 12:00:00 AM,06/25/2021 12:00:00 PM,,19,,,2021,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18795 12:00:00 AM,06/24/2021 12:00:00 PM,,17,,,2021,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18794 12:00:00 AM,06/23/2021 12:00:00 PM,,16,,,2021,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18793 12:00:00 AM,06/22/2021 12:00:00 PM,,15,,,2021,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18792 12:00:00 AM,06/21/2021 12:00:00 PM,,14,,,2021,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18791 12:00:00 AM,06/20/2021 12:00:00 PM,,13,,,2021,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18790 12:00:00 AM,06/19/2021 12:00:00 PM,,13,,,2021,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18789 12:00:00 AM,06/18/2021 12:00:00 PM,,15,,,2021,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18788 12:00:00 AM,06/17/2021 12:00:00 PM,,18,,,2021,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18787 12:00:00 AM,06/16/2021 12:00:00 PM,,19,,,2021,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18786 12:00:00 AM,06/15/2021 12:00:00 PM,,20,,,2021,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18785 12:00:00 AM,06/14/2021 12:00:00 PM,,21,,,2021,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18784 12:00:00 AM,06/13/2021 12:00:00 PM,,24,,,2021,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18783 12:00:00 AM,06/12/2021 12:00:00 PM,,25,,,2021,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18782 12:00:00 AM,06/11/2021 12:00:00 PM,,25,,,2021,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18781 12:00:00 AM,06/10/2021 12:00:00 PM,,23,,,2021,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18780 12:00:00 AM,06/09/2021 12:00:00 PM,,22,,,2021,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18779 12:00:00 AM,06/08/2021 12:00:00 PM,,24,,,2021,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18778 12:00:00 AM,06/07/2021 12:00:00 PM,,27,,,2021,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18777 12:00:00 AM,06/06/2021 12:00:00 PM,,25,,,2021,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18776 12:00:00 AM,06/05/2021 12:00:00 PM,,24,,,2021,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18775 12:00:00 AM,06/04/2021 12:00:00 PM,,20,,,2021,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18774 12:00:00 AM,06/03/2021 12:00:00 PM,,21,,,2021,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18773 12:00:00 AM,06/02/2021 12:00:00 PM,,21,,,2021,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18772 12:00:00 AM,06/01/2021 12:00:00 PM,,20,,,2021,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18771 12:00:00 AM,05/31/2021 12:00:00 PM,,20,,,2021,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18770 12:00:00 AM,05/30/2021 12:00:00 PM,,23,,,2021,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18769 12:00:00 AM,05/29/2021 12:00:00 PM,,22,,,2021,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18768 12:00:00 AM,05/28/2021 12:00:00 PM,,27,,,2021,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18767 12:00:00 AM,05/27/2021 12:00:00 PM,,29,,,2021,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18766 12:00:00 AM,05/26/2021 12:00:00 PM,,34,,,2021,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18765 12:00:00 AM,05/25/2021 12:00:00 PM,,36,,,2021,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18764 12:00:00 AM,05/24/2021 12:00:00 PM,,36,,,2021,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18763 12:00:00 AM,05/23/2021 12:00:00 PM,,36,,,2021,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18762 12:00:00 AM,05/22/2021 12:00:00 PM,,40,,,2021,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18761 12:00:00 AM,05/21/2021 12:00:00 PM,,41,,,2021,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18760 12:00:00 AM,05/20/2021 12:00:00 PM,,42,,,2021,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18759 12:00:00 AM,05/19/2021 12:00:00 PM,,42,,,2021,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18758 12:00:00 AM,05/18/2021 12:00:00 PM,,46,,,2021,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18757 12:00:00 AM,05/17/2021 12:00:00 PM,,45,,,2021,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18756 12:00:00 AM,05/16/2021 12:00:00 PM,,48,,,2021,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18755 12:00:00 AM,05/15/2021 12:00:00 PM,,54,,,2021,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18754 12:00:00 AM,05/14/2021 12:00:00 PM,,57,,,2021,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18753 12:00:00 AM,05/13/2021 12:00:00 PM,,59,,,2021,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18752 12:00:00 AM,05/12/2021 12:00:00 PM,,63,,,2021,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18751 12:00:00 AM,05/11/2021 12:00:00 PM,,66,,,2021,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18750 12:00:00 AM,05/10/2021 12:00:00 PM,,80,,,2021,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18749 12:00:00 AM,05/09/2021 12:00:00 PM,,81,,,2021,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18748 12:00:00 AM,05/08/2021 12:00:00 PM,,79,,,2021,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18747 12:00:00 AM,05/07/2021 12:00:00 PM,,82,,,2021,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18746 12:00:00 AM,05/06/2021 12:00:00 PM,,83,,,2021,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18745 12:00:00 AM,05/05/2021 12:00:00 PM,,87,,,2021,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18744 12:00:00 AM,05/04/2021 12:00:00 PM,,90,,,2021,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18743 12:00:00 AM,05/03/2021 12:00:00 PM,,92,,,2021,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18742 12:00:00 AM,05/02/2021 12:00:00 PM,,103,,,2021,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18741 12:00:00 AM,05/01/2021 12:00:00 PM,,117,,,2021,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18740 12:00:00 AM,04/30/2021 12:00:00 PM,,121,,,2021,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18739 12:00:00 AM,04/29/2021 12:00:00 PM,,122,,,2021,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18738 12:00:00 AM,04/28/2021 12:00:00 PM,,118,,,2021,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18737 12:00:00 AM,04/27/2021 12:00:00 PM,,126,,,2021,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18736 12:00:00 AM,04/26/2021 12:00:00 PM,,130,,,2021,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18735 12:00:00 AM,04/25/2021 12:00:00 PM,,133,,,2021,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18734 12:00:00 AM,04/24/2021 12:00:00 PM,,139,,,2021,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18733 12:00:00 AM,04/23/2021 12:00:00 PM,,155,,,2021,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18732 12:00:00 AM,04/22/2021 12:00:00 PM,,174,,,2021,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18731 12:00:00 AM,04/21/2021 12:00:00 PM,,194,,,2021,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18730 12:00:00 AM,04/20/2021 12:00:00 PM,,207,,,2021,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18729 12:00:00 AM,04/19/2021 12:00:00 PM,,214,,,2021,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18728 12:00:00 AM,04/18/2021 12:00:00 PM,,234,,,2021,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18727 12:00:00 AM,04/17/2021 12:00:00 PM,,240,,,2021,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18726 12:00:00 AM,04/16/2021 12:00:00 PM,,248,,,2021,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18725 12:00:00 AM,04/15/2021 12:00:00 PM,,267,,,2021,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18724 12:00:00 AM,04/14/2021 12:00:00 PM,,269,,,2021,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18723 12:00:00 AM,04/13/2021 12:00:00 PM,,266,,,2021,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18722 12:00:00 AM,04/12/2021 12:00:00 PM,,278,,,2021,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18721 12:00:00 AM,04/11/2021 12:00:00 PM,,270,,,2021,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18720 12:00:00 AM,04/10/2021 12:00:00 PM,,282,,,2021,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18719 12:00:00 AM,04/09/2021 12:00:00 PM,,256,,,2021,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18718 12:00:00 AM,04/08/2021 12:00:00 PM,,249,,,2021,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18717 12:00:00 AM,04/07/2021 12:00:00 PM,,247,,,2021,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18716 12:00:00 AM,04/06/2021 12:00:00 PM,,222,,,2021,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18715 12:00:00 AM,04/05/2021 12:00:00 PM,,219,,,2021,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18714 12:00:00 AM,04/04/2021 12:00:00 PM,,220,,,2021,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18713 12:00:00 AM,04/03/2021 12:00:00 PM,,202,,,2021,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18712 12:00:00 AM,04/02/2021 12:00:00 PM,,219,,,2021,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18711 12:00:00 AM,04/01/2021 12:00:00 PM,,214,,,2021,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18710 12:00:00 AM,03/31/2021 12:00:00 PM,,218,,,2021,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18709 12:00:00 AM,03/30/2021 12:00:00 PM,,246,,,2021,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18708 12:00:00 AM,03/29/2021 12:00:00 PM,,257,,,2021,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18707 12:00:00 AM,03/28/2021 12:00:00 PM,,258,,,2021,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18706 12:00:00 AM,03/27/2021 12:00:00 PM,,259,,,2021,12
