url,date,title,pageviews,id
/departments/departments-boards-commissions-and-authorities,05/19/2021 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",187,20210519:/departments/departments-boards-commissions-and-authorities
/departments/finance/assessing,05/19/2021 12:00:00 AM,Assessing,175,20210519:/departments/finance/assessing
/departments/isd/building-division,05/19/2021 12:00:00 AM,ISD - Building Division,155,20210519:/departments/isd/building-division
/departments/sweeping,05/19/2021 12:00:00 AM,Street Sweeping,149,20210519:/departments/sweeping
/moving,05/19/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,146,20210519:/moving
/departments/water-and-sewer,05/19/2021 12:00:00 AM,Water and Sewer,144,20210519:/departments/water-and-sewer
/wastewizard,05/19/2021 12:00:00 AM,Somerville Waste Wizard,134,20210519:/wastewizard
/departments/programs/covid-19-vaccinations,05/19/2021 12:00:00 AM,COVID-19 Vaccinations,121,20210519:/departments/programs/covid-19-vaccinations
/news/new-activities-allowed-starting-june-19,05/19/2021 12:00:00 AM,New Activities Allowed Starting June 19,116,20210519:/news/new-activities-allowed-starting-june-19
/payonline,05/19/2021 12:00:00 AM,Online Services: Pay Bills & More,115,20210519:/payonline
/hwpickup,05/19/2021 12:00:00 AM,"Household Hazardous Waste Community Collection Days (Residential Pickup, No Drop-Offs)",102,20210519:/hwpickup
/departments/personnel,05/19/2021 12:00:00 AM,Personnel,99,20210519:/departments/personnel
/,05/20/2021 12:00:00 AM,Home,1156,20210520:/
/departments/parking-department,05/20/2021 12:00:00 AM,Parking Department,1039,20210520:/departments/parking-department
/reopeningplan,05/20/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,501,20210520:/reopeningplan
/parking,05/20/2021 12:00:00 AM,Parking Department,382,20210520:/parking
/departments/dpw-sanitation/somerville-trash-recycling-information,05/20/2021 12:00:00 AM,Somerville Trash & Recycling Information,272,20210520:/departments/dpw-sanitation/somerville-trash-recycling-information
/citizenserve,05/20/2021 12:00:00 AM,Apply for a License or Permit,240,20210520:/citizenserve
/departments/programs/coronavirus-disease-2019-covid-19-information,05/20/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,231,20210520:/departments/programs/coronavirus-disease-2019-covid-19-information
/departments/finance/assessing,05/20/2021 12:00:00 AM,Assessing,178,20210520:/departments/finance/assessing
/departments/departments-boards-commissions-and-authorities,05/20/2021 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",154,20210520:/departments/departments-boards-commissions-and-authorities
/hwpickup,05/20/2021 12:00:00 AM,"Household Hazardous Waste Community Collection Days (Residential Pickup, No Drop-Offs)",150,20210520:/hwpickup
/departments/isd/building-division,05/20/2021 12:00:00 AM,ISD - Building Division,145,20210520:/departments/isd/building-division
/moving,05/20/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,144,20210520:/moving
/departments/sweeping,05/20/2021 12:00:00 AM,Street Sweeping,130,20210520:/departments/sweeping
/wastewizard,05/20/2021 12:00:00 AM,Somerville Waste Wizard,129,20210520:/wastewizard
/payonline,05/20/2021 12:00:00 AM,Online Services: Pay Bills & More,114,20210520:/payonline
/departments/personnel,05/20/2021 12:00:00 AM,Personnel,112,20210520:/departments/personnel
/news/new-activities-allowed-starting-june-19-0,05/20/2021 12:00:00 AM,New Activities Allowed Starting June 19,111,20210520:/news/new-activities-allowed-starting-june-19-0
/departments/programs/covid-19-vaccinations,05/20/2021 12:00:00 AM,COVID-19 Vaccinations,109,20210520:/departments/programs/covid-19-vaccinations
/departments/city-council,05/20/2021 12:00:00 AM,City Council,102,20210520:/departments/city-council
/covid19testing,05/20/2021 12:00:00 AM,COVID-19 Testing,88,20210520:/covid19testing
/,05/21/2021 12:00:00 AM,Home,1172,20210521:/
/departments/parking-department,05/21/2021 12:00:00 AM,Parking Department,1102,20210521:/departments/parking-department
/parking,05/21/2021 12:00:00 AM,Parking Department,399,20210521:/parking
/departments/dpw-sanitation/somerville-trash-recycling-information,05/21/2021 12:00:00 AM,Somerville Trash & Recycling Information,276,20210521:/departments/dpw-sanitation/somerville-trash-recycling-information
/departments/programs/coronavirus-disease-2019-covid-19-information,05/21/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,228,20210521:/departments/programs/coronavirus-disease-2019-covid-19-information
/citizenserve,05/21/2021 12:00:00 AM,Apply for a License or Permit,213,20210521:/citizenserve
/departments/departments-boards-commissions-and-authorities,05/21/2021 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",167,20210521:/departments/departments-boards-commissions-and-authorities
/departments/finance/assessing,05/21/2021 12:00:00 AM,Assessing,159,20210521:/departments/finance/assessing
/moving,05/21/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,155,20210521:/moving
/reopeningplan,05/21/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,155,20210521:/reopeningplan
/wastewizard,05/21/2021 12:00:00 AM,Somerville Waste Wizard,132,20210521:/wastewizard
/departments/sweeping,05/21/2021 12:00:00 AM,Street Sweeping,128,20210521:/departments/sweeping
/departments/isd/building-division,05/21/2021 12:00:00 AM,ISD - Building Division,116,20210521:/departments/isd/building-division
/events,05/21/2021 12:00:00 AM,Calendar,114,20210521:/events
/payonline,05/21/2021 12:00:00 AM,Online Services: Pay Bills & More,108,20210521:/payonline
/departments/finance/purchasing,05/21/2021 12:00:00 AM,Purchasing,99,20210521:/departments/finance/purchasing
/hwpickup,05/21/2021 12:00:00 AM,"Household Hazardous Waste Community Collection Days (Residential Pickup, No Drop-Offs)",99,20210521:/hwpickup
/departments/personnel,05/21/2021 12:00:00 AM,Personnel,86,20210521:/departments/personnel
/departments/city-council,05/21/2021 12:00:00 AM,City Council,83,20210521:/departments/city-council
/departments/water-and-sewer,05/21/2021 12:00:00 AM,Water and Sewer,83,20210521:/departments/water-and-sewer
/departments/parking-department,05/22/2021 12:00:00 AM,Parking Department,859,20210522:/departments/parking-department
/,05/22/2021 12:00:00 AM,Home,793,20210522:/
/parking,05/22/2021 12:00:00 AM,Parking Department,366,20210522:/parking
/citizenserve,05/22/2021 12:00:00 AM,Apply for a License or Permit,166,20210522:/citizenserve
/departments/programs/coronavirus-disease-2019-covid-19-information,05/22/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,166,20210522:/departments/programs/coronavirus-disease-2019-covid-19-information
/departments/finance/assessing,05/22/2021 12:00:00 AM,Assessing,163,20210522:/departments/finance/assessing
/departments/dpw-sanitation/somerville-trash-recycling-information,05/22/2021 12:00:00 AM,Somerville Trash & Recycling Information,152,20210522:/departments/dpw-sanitation/somerville-trash-recycling-information
/departments/departments-boards-commissions-and-authorities,05/22/2021 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",123,20210522:/departments/departments-boards-commissions-and-authorities
/departments/contact-us,05/22/2021 12:00:00 AM,Contact Us,108,20210522:/departments/contact-us
/reopeningplan,05/22/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,105,20210522:/reopeningplan
/payonline,05/22/2021 12:00:00 AM,Online Services: Pay Bills & More,89,20210522:/payonline
/departments/finance/purchasing,05/22/2021 12:00:00 AM,Purchasing,87,20210522:/departments/finance/purchasing
/moving,05/22/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,87,20210522:/moving
/wastewizard,05/22/2021 12:00:00 AM,Somerville Waste Wizard,85,20210522:/wastewizard
/departments/isd/building-division,05/22/2021 12:00:00 AM,ISD - Building Division,84,20210522:/departments/isd/building-division
/departments/personnel,05/22/2021 12:00:00 AM,Personnel,80,20210522:/departments/personnel
/hwpickup,05/22/2021 12:00:00 AM,"Household Hazardous Waste Community Collection Days (Residential Pickup, No Drop-Offs)",75,20210522:/hwpickup
/departments/sweeping,05/22/2021 12:00:00 AM,Street Sweeping,65,20210522:/departments/sweeping
/covid19testing,05/22/2021 12:00:00 AM,COVID-19 Testing,62,20210522:/covid19testing
/departments/programs/covid-19-vaccinations,05/22/2021 12:00:00 AM,COVID-19 Vaccinations,61,20210522:/departments/programs/covid-19-vaccinations
/,05/23/2021 12:00:00 AM,Home,561,20210523:/
/departments/parking-department,05/23/2021 12:00:00 AM,Parking Department,518,20210523:/departments/parking-department
/parking,05/23/2021 12:00:00 AM,Parking Department,272,20210523:/parking
/,07/07/2021 12:00:00 AM,Home,1705,20210707:/
/departments/dpw-sanitation/somerville-trash-recycling-information,05/23/2021 12:00:00 AM,Somerville Trash & Recycling Information,164,20210523:/departments/dpw-sanitation/somerville-trash-recycling-information
/departments/programs/coronavirus-disease-2019-covid-19-information,05/23/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,120,20210523:/departments/programs/coronavirus-disease-2019-covid-19-information
/wastewizard,05/23/2021 12:00:00 AM,Somerville Waste Wizard,92,20210523:/wastewizard
/hwpickup,05/23/2021 12:00:00 AM,"Household Hazardous Waste Community Collection Days (Residential Pickup, No Drop-Offs)",79,20210523:/hwpickup
/departments/finance/assessing,05/23/2021 12:00:00 AM,Assessing,78,20210523:/departments/finance/assessing
/news/new-activities-allowed-starting-june-19-0,05/23/2021 12:00:00 AM,New Activities Allowed Starting June 19,60,20210523:/news/new-activities-allowed-starting-june-19-0
/citizenserve,05/23/2021 12:00:00 AM,Apply for a License or Permit,52,20210523:/citizenserve
/moving,05/23/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,51,20210523:/moving
/news/outdoor-face-covering-rules-relaxed-starting-april-30,05/23/2021 12:00:00 AM,Outdoor Face Covering Rules Relaxed Starting April 30,49,20210523:/news/outdoor-face-covering-rules-relaxed-starting-april-30
/covid19testing,05/23/2021 12:00:00 AM,COVID-19 Testing,48,20210523:/covid19testing
/departments/constituent-services/311-service-center,05/23/2021 12:00:00 AM,311 Service Center,48,20210523:/departments/constituent-services/311-service-center
/reopeningplan,05/23/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,43,20210523:/reopeningplan
/payonline,05/23/2021 12:00:00 AM,Online Services: Pay Bills & More,41,20210523:/payonline
/summer2020,05/23/2021 12:00:00 AM,"Somerville Summer Updates: Pool, Splash Pad, and Playground Openings; New Summer Face Covering Guidelines; Heat Safety Tips",41,20210523:/summer2020
/departments/isd/building-division,05/23/2021 12:00:00 AM,ISD - Building Division,37,20210523:/departments/isd/building-division
/departments/contact-us,05/23/2021 12:00:00 AM,Contact Us,33,20210523:/departments/contact-us
/departments/elections,05/23/2021 12:00:00 AM,Elections,32,20210523:/departments/elections
/,05/24/2021 12:00:00 AM,Home,632,20210524:/
/departments/parking-department,05/24/2021 12:00:00 AM,Parking Department,536,20210524:/departments/parking-department
/departments/dpw-sanitation/somerville-trash-recycling-information,05/24/2021 12:00:00 AM,Somerville Trash & Recycling Information,246,20210524:/departments/dpw-sanitation/somerville-trash-recycling-information
/parking,05/24/2021 12:00:00 AM,Parking Department,176,20210524:/parking
/wastewizard,05/24/2021 12:00:00 AM,Somerville Waste Wizard,140,20210524:/wastewizard
/departments/sweeping,05/24/2021 12:00:00 AM,Street Sweeping,134,20210524:/departments/sweeping
/moving,05/24/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,113,20210524:/moving
/departments/programs/coronavirus-disease-2019-covid-19-information,05/24/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,111,20210524:/departments/programs/coronavirus-disease-2019-covid-19-information
/departments/finance/assessing,05/24/2021 12:00:00 AM,Assessing,108,20210524:/departments/finance/assessing
/news/new-activities-allowed-starting-june-19-0,05/24/2021 12:00:00 AM,New Activities Allowed Starting June 19,60,20210524:/news/new-activities-allowed-starting-june-19-0
/covid19testing,05/24/2021 12:00:00 AM,COVID-19 Testing,56,20210524:/covid19testing
/departments/departments-boards-commissions-and-authorities,05/24/2021 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",56,20210524:/departments/departments-boards-commissions-and-authorities
/departments/programs/covid-19-vaccinations,05/24/2021 12:00:00 AM,COVID-19 Vaccinations,56,20210524:/departments/programs/covid-19-vaccinations
/reopeningplan,05/24/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,52,20210524:/reopeningplan
/summer2020,05/24/2021 12:00:00 AM,"Somerville Summer Updates: Pool, Splash Pad, and Playground Openings; New Summer Face Covering Guidelines; Heat Safety Tips",50,20210524:/summer2020
/departments/constituent-services/311-service-center,05/24/2021 12:00:00 AM,311 Service Center,49,20210524:/departments/constituent-services/311-service-center
/hwpickup,05/24/2021 12:00:00 AM,"Household Hazardous Waste Community Collection Days (Residential Pickup, No Drop-Offs)",49,20210524:/hwpickup
/citizenserve,05/24/2021 12:00:00 AM,Apply for a License or Permit,42,20210524:/citizenserve
/events,05/24/2021 12:00:00 AM,Calendar,42,20210524:/events
/departments/isd/building-division,05/24/2021 12:00:00 AM,ISD - Building Division,40,20210524:/departments/isd/building-division
/departments/parking-department,05/25/2021 12:00:00 AM,Parking Department,1299,20210525:/departments/parking-department
/,05/25/2021 12:00:00 AM,Home,1273,20210525:/
/parking,05/25/2021 12:00:00 AM,Parking Department,443,20210525:/parking
/departments/dpw-sanitation/somerville-trash-recycling-information,05/25/2021 12:00:00 AM,Somerville Trash & Recycling Information,315,20210525:/departments/dpw-sanitation/somerville-trash-recycling-information
/citizenserve,05/25/2021 12:00:00 AM,Apply for a License or Permit,253,20210525:/citizenserve
/moving,05/25/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,248,20210525:/moving
/departments/sweeping,05/25/2021 12:00:00 AM,Street Sweeping,207,20210525:/departments/sweeping
/departments/finance/assessing,05/25/2021 12:00:00 AM,Assessing,201,20210525:/departments/finance/assessing
/,07/12/2021 12:00:00 AM,Home,957,20210712:/
/departments/programs/coronavirus-disease-2019-covid-19-information,05/25/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,198,20210525:/departments/programs/coronavirus-disease-2019-covid-19-information
/departments/departments-boards-commissions-and-authorities,05/25/2021 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",187,20210525:/departments/departments-boards-commissions-and-authorities
/wastewizard,05/25/2021 12:00:00 AM,Somerville Waste Wizard,186,20210525:/wastewizard
/reopeningplan,05/25/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,165,20210525:/reopeningplan
/departments/isd/building-division,05/25/2021 12:00:00 AM,ISD - Building Division,138,20210525:/departments/isd/building-division
/departments/personnel,05/25/2021 12:00:00 AM,Personnel,126,20210525:/departments/personnel
/events,05/25/2021 12:00:00 AM,Calendar,120,20210525:/events
/payonline,05/25/2021 12:00:00 AM,Online Services: Pay Bills & More,107,20210525:/payonline
/departments/finance/purchasing,05/25/2021 12:00:00 AM,Purchasing,97,20210525:/departments/finance/purchasing
/departments/city-council,05/25/2021 12:00:00 AM,City Council,96,20210525:/departments/city-council
/covid19testing,05/25/2021 12:00:00 AM,COVID-19 Testing,94,20210525:/covid19testing
/departments/constituent-services/311-service-center,05/25/2021 12:00:00 AM,311 Service Center,91,20210525:/departments/constituent-services/311-service-center
/departments/parking-department,05/26/2021 12:00:00 AM,Parking Department,1354,20210526:/departments/parking-department
/,05/26/2021 12:00:00 AM,Home,1348,20210526:/
/parking,05/26/2021 12:00:00 AM,Parking Department,646,20210526:/parking
/departments/dpw-sanitation/somerville-trash-recycling-information,05/26/2021 12:00:00 AM,Somerville Trash & Recycling Information,291,20210526:/departments/dpw-sanitation/somerville-trash-recycling-information
/citizenserve,05/26/2021 12:00:00 AM,Apply for a License or Permit,210,20210526:/citizenserve
/departments/programs/coronavirus-disease-2019-covid-19-information,05/26/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,190,20210526:/departments/programs/coronavirus-disease-2019-covid-19-information
/moving,05/26/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,189,20210526:/moving
/departments/sweeping,05/26/2021 12:00:00 AM,Street Sweeping,185,20210526:/departments/sweeping
/departments/departments-boards-commissions-and-authorities,05/26/2021 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",184,20210526:/departments/departments-boards-commissions-and-authorities
/departments/finance/assessing,05/26/2021 12:00:00 AM,Assessing,174,20210526:/departments/finance/assessing
/departments/isd/building-division,05/26/2021 12:00:00 AM,ISD - Building Division,143,20210526:/departments/isd/building-division
/hwpickup,05/26/2021 12:00:00 AM,"Household Hazardous Waste Community Collection Days (Residential Pickup, No Drop-Offs)",137,20210526:/hwpickup
/wastewizard,05/26/2021 12:00:00 AM,Somerville Waste Wizard,136,20210526:/wastewizard
/events,05/26/2021 12:00:00 AM,Calendar,127,20210526:/events
/departments/personnel,05/26/2021 12:00:00 AM,Personnel,114,20210526:/departments/personnel
/covid19testing,05/26/2021 12:00:00 AM,COVID-19 Testing,105,20210526:/covid19testing
/departments/city-council,05/26/2021 12:00:00 AM,City Council,105,20210526:/departments/city-council
/payonline,05/26/2021 12:00:00 AM,Online Services: Pay Bills & More,100,20210526:/payonline
/departments/finance/purchasing,05/26/2021 12:00:00 AM,Purchasing,85,20210526:/departments/finance/purchasing
/reopeningplan,05/26/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,82,20210526:/reopeningplan
/departments/parking-department,05/27/2021 12:00:00 AM,Parking Department,1091,20210527:/departments/parking-department
/,05/27/2021 12:00:00 AM,Home,1085,20210527:/
/hwpickup,05/27/2021 12:00:00 AM,"Household Hazardous Waste Community Collection Days (Residential Pickup, No Drop-Offs)",820,20210527:/hwpickup
/parking,05/27/2021 12:00:00 AM,Parking Department,489,20210527:/parking
/departments/dpw-sanitation/somerville-trash-recycling-information,05/27/2021 12:00:00 AM,Somerville Trash & Recycling Information,333,20210527:/departments/dpw-sanitation/somerville-trash-recycling-information
/citizenserve,05/27/2021 12:00:00 AM,Apply for a License or Permit,233,20210527:/citizenserve
/departments/personnel,05/27/2021 12:00:00 AM,Personnel,227,20210527:/departments/personnel
/departments/programs/coronavirus-disease-2019-covid-19-information,05/27/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,209,20210527:/departments/programs/coronavirus-disease-2019-covid-19-information
/departments/departments-boards-commissions-and-authorities,05/27/2021 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",189,20210527:/departments/departments-boards-commissions-and-authorities
/wastewizard,05/27/2021 12:00:00 AM,Somerville Waste Wizard,185,20210527:/wastewizard
/departments/isd/building-division,05/27/2021 12:00:00 AM,ISD - Building Division,175,20210527:/departments/isd/building-division
/departments/finance/assessing,05/27/2021 12:00:00 AM,Assessing,166,20210527:/departments/finance/assessing
/departments/sweeping,05/27/2021 12:00:00 AM,Street Sweeping,161,20210527:/departments/sweeping
/moving,05/27/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,132,20210527:/moving
/departments/personnel?page=1,05/27/2021 12:00:00 AM,Personnel,124,20210527:/departments/personnel?page=1
/,07/13/2021 12:00:00 AM,Home,1744,20210713:/
/departments/city-council,05/27/2021 12:00:00 AM,City Council,116,20210527:/departments/city-council
/reopeningplan,05/27/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,104,20210527:/reopeningplan
/departments/sign-free-weekly-city-enewsletter,05/27/2021 12:00:00 AM,Sign Up for the Free Weekly City eNewsletter,97,20210527:/departments/sign-free-weekly-city-enewsletter
/news/carnaval-returns-kick-somerstreets-2021,05/27/2021 12:00:00 AM,Carnaval Returns to Kick Off SomerStreets 2021,92,20210527:/news/carnaval-returns-kick-somerstreets-2021
/news/new-activities-allowed-starting-june-19-0,05/27/2021 12:00:00 AM,New Activities Allowed Starting June 19,92,20210527:/news/new-activities-allowed-starting-june-19-0
/,05/28/2021 12:00:00 AM,Home,1165,20210528:/
/departments/parking-department,05/28/2021 12:00:00 AM,Parking Department,1157,20210528:/departments/parking-department
/parking,05/28/2021 12:00:00 AM,Parking Department,439,20210528:/parking
/citizenserve,05/28/2021 12:00:00 AM,Apply for a License or Permit,257,20210528:/citizenserve
/departments/dpw-sanitation/somerville-trash-recycling-information,05/28/2021 12:00:00 AM,Somerville Trash & Recycling Information,249,20210528:/departments/dpw-sanitation/somerville-trash-recycling-information
/departments/programs/coronavirus-disease-2019-covid-19-information,05/28/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,200,20210528:/departments/programs/coronavirus-disease-2019-covid-19-information
/wastewizard,05/28/2021 12:00:00 AM,Somerville Waste Wizard,177,20210528:/wastewizard
/departments/departments-boards-commissions-and-authorities,05/28/2021 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",168,20210528:/departments/departments-boards-commissions-and-authorities
/moving,05/28/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,160,20210528:/moving
/departments/sweeping,05/28/2021 12:00:00 AM,Street Sweeping,158,20210528:/departments/sweeping
/departments/finance/assessing,05/28/2021 12:00:00 AM,Assessing,147,20210528:/departments/finance/assessing
/departments/city-council,05/28/2021 12:00:00 AM,City Council,139,20210528:/departments/city-council
/departments/personnel,05/28/2021 12:00:00 AM,Personnel,133,20210528:/departments/personnel
/hwpickup,05/28/2021 12:00:00 AM,"Household Hazardous Waste Community Collection Days (Residential Pickup, No Drop-Offs)",128,20210528:/hwpickup
/departments/isd/building-division,05/28/2021 12:00:00 AM,ISD - Building Division,122,20210528:/departments/isd/building-division
/payonline,05/28/2021 12:00:00 AM,Online Services: Pay Bills & More,118,20210528:/payonline
/events,05/28/2021 12:00:00 AM,Calendar,110,20210528:/events
/reopeningplan,05/28/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,108,20210528:/reopeningplan
/departments/elections,05/28/2021 12:00:00 AM,Elections,103,20210528:/departments/elections
/departments/contact-us,05/28/2021 12:00:00 AM,Contact Us,85,20210528:/departments/contact-us
/,05/29/2021 12:00:00 AM,Home,1032,20210529:/
/departments/parking-department,05/29/2021 12:00:00 AM,Parking Department,942,20210529:/departments/parking-department
/parking,05/29/2021 12:00:00 AM,Parking Department,452,20210529:/parking
/departments/programs/coronavirus-disease-2019-covid-19-information,05/29/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,225,20210529:/departments/programs/coronavirus-disease-2019-covid-19-information
/departments/dpw-sanitation/somerville-trash-recycling-information,05/29/2021 12:00:00 AM,Somerville Trash & Recycling Information,192,20210529:/departments/dpw-sanitation/somerville-trash-recycling-information
/citizenserve,05/29/2021 12:00:00 AM,Apply for a License or Permit,148,20210529:/citizenserve
/departments/finance/assessing,05/29/2021 12:00:00 AM,Assessing,135,20210529:/departments/finance/assessing
/wastewizard,05/29/2021 12:00:00 AM,Somerville Waste Wizard,129,20210529:/wastewizard
/reopeningplan,05/29/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,115,20210529:/reopeningplan
/moving,05/29/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,108,20210529:/moving
/departments/departments-boards-commissions-and-authorities,05/29/2021 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",102,20210529:/departments/departments-boards-commissions-and-authorities
/news/new-activities-allowed-starting-june-19-0,05/29/2021 12:00:00 AM,New Activities Allowed Starting June 19,102,20210529:/news/new-activities-allowed-starting-june-19-0
/departments/personnel,05/29/2021 12:00:00 AM,Personnel,90,20210529:/departments/personnel
/payonline,05/29/2021 12:00:00 AM,Online Services: Pay Bills & More,90,20210529:/payonline
/departments/city-council,05/29/2021 12:00:00 AM,City Council,88,20210529:/departments/city-council
/departments/finance/purchasing,05/29/2021 12:00:00 AM,Purchasing,87,20210529:/departments/finance/purchasing
/departments/isd/building-division,05/29/2021 12:00:00 AM,ISD - Building Division,86,20210529:/departments/isd/building-division
/departments/programs/covid-19-vaccinations,05/29/2021 12:00:00 AM,COVID-19 Vaccinations,86,20210529:/departments/programs/covid-19-vaccinations
/payments,05/29/2021 12:00:00 AM,Online Services: Pay Bills & More,80,20210529:/payments
/departments/sweeping,05/29/2021 12:00:00 AM,Street Sweeping,79,20210529:/departments/sweeping
/,05/30/2021 12:00:00 AM,Home,724,20210530:/
/departments/parking-department,05/30/2021 12:00:00 AM,Parking Department,553,20210530:/departments/parking-department
/departments/programs/coronavirus-disease-2019-covid-19-information,05/30/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,225,20210530:/departments/programs/coronavirus-disease-2019-covid-19-information
/departments/dpw-sanitation/somerville-trash-recycling-information,05/30/2021 12:00:00 AM,Somerville Trash & Recycling Information,141,20210530:/departments/dpw-sanitation/somerville-trash-recycling-information
/reopeningplan,05/30/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,126,20210530:/reopeningplan
/news/new-activities-allowed-starting-june-19-0,05/30/2021 12:00:00 AM,New Activities Allowed Starting June 19,109,20210530:/news/new-activities-allowed-starting-june-19-0
/moving,05/30/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,98,20210530:/moving
/wastewizard,05/30/2021 12:00:00 AM,Somerville Waste Wizard,79,20210530:/wastewizard
/departments/finance/assessing,05/30/2021 12:00:00 AM,Assessing,73,20210530:/departments/finance/assessing
/payonline,05/30/2021 12:00:00 AM,Online Services: Pay Bills & More,57,20210530:/payonline
/covid19testing,05/30/2021 12:00:00 AM,COVID-19 Testing,51,20210530:/covid19testing
/payments,05/30/2021 12:00:00 AM,Online Services: Pay Bills & More,49,20210530:/payments
/departments/city-and-state-orders-related-covid-19,05/30/2021 12:00:00 AM,City and State Orders Related to COVID-19,48,20210530:/departments/city-and-state-orders-related-covid-19
/news/outdoor-face-covering-rules-relaxed-starting-april-30,05/30/2021 12:00:00 AM,Outdoor Face Covering Rules Relaxed Starting April 30,48,20210530:/news/outdoor-face-covering-rules-relaxed-starting-april-30
/citizenserve,05/30/2021 12:00:00 AM,Apply for a License or Permit,47,20210530:/citizenserve
/departments/programs/covid-19-vaccinations,05/30/2021 12:00:00 AM,COVID-19 Vaccinations,47,20210530:/departments/programs/covid-19-vaccinations
/departments/personnel,05/30/2021 12:00:00 AM,Personnel,45,20210530:/departments/personnel
/departments/departments-boards-commissions-and-authorities,05/30/2021 12:00:00 AM,"Departments, Boards, Commissions, and Authorities",40,20210530:/departments/departments-boards-commissions-and-authorities
/city-jobs,05/30/2021 12:00:00 AM,Job Postings,37,20210530:/city-jobs
/,05/31/2021 12:00:00 AM,Home,616,20210531:/
/departments/parking-department,05/31/2021 12:00:00 AM,Parking Department,496,20210531:/departments/parking-department
/parking,05/31/2021 12:00:00 AM,Parking Department,186,20210531:/parking
/departments/dpw-sanitation/somerville-trash-recycling-information,05/31/2021 12:00:00 AM,Somerville Trash & Recycling Information,183,20210531:/departments/dpw-sanitation/somerville-trash-recycling-information
/departments/programs/coronavirus-disease-2019-covid-19-information,05/31/2021 12:00:00 AM,Coronavirus Disease 2019 (COVID-19) Information,166,20210531:/departments/programs/coronavirus-disease-2019-covid-19-information
/wastewizard,05/31/2021 12:00:00 AM,Somerville Waste Wizard,116,20210531:/wastewizard
/departments/sweeping,05/31/2021 12:00:00 AM,Street Sweeping,110,20210531:/departments/sweeping
/moving,05/31/2021 12:00:00 AM,Moving to Somerville: A New Resident's Guide,86,20210531:/moving
/reopeningplan,05/31/2021 12:00:00 AM,Somerville Will Join State’s Reopening Plan on May 29,82,20210531:/reopeningplan
/news/new-activities-allowed-starting-june-19-0,05/31/2021 12:00:00 AM,New Activities Allowed Starting June 19,70,20210531:/news/new-activities-allowed-starting-june-19-0
/covid19testing,05/31/2021 12:00:00 AM,COVID-19 Testing,66,20210531:/covid19testing
/departments/finance/assessing,05/31/2021 12:00:00 AM,Assessing,65,20210531:/departments/finance/assessing
/departments/dpw-sanitation/trash-holiday-schedule,05/31/2021 12:00:00 AM,Trash Holiday Schedule,62,20210531:/departments/dpw-sanitation/trash-holiday-schedule
/payonline,05/31/2021 12:00:00 AM,Online Services: Pay Bills & More,61,20210531:/payonline
/departments/personnel,05/31/2021 12:00:00 AM,Personnel,58,20210531:/departments/personnel
